content,score
"perbaiki terutama matching up.. masa bisa ktmu semua line mid lane sama pingg ga jelass sinyall full tiba"" ping merahhh.. dari duluu ga di perhatikann skinn doangg!!!",2
"Mayan walaupun di spem Dark System, cuma player ny suka toxic, ngejek, bahkan nyuruh uninstal juga pernah, dll... yang bikin kami suka pensi 👎🏻",2
"Game yang tidak rekomend kcuali bocil2 boleh instal nih game selagi tdk ada party full 5 gak usah main moonton atur kalau kita jago di kasih lah kita tim2 jelek.... jadi saran, jngan fokus ke game ini jadikan selingan aja jika main game lain... game ini kacau",1
Aku kasih bintang satu dulu karena sering ketemu tim aneh dan juga gak bisa main Kalo ketemu tim pro player gw kasih bintang 5/4,1
"Wah, game nya sangat bagus, saya sampai di kasih kalah terus, pokoknya kalian harus download game ini karena game ini membuat kalian yang memiliki darah rendah menjadi darah tinggi",1
Kaya kasih bintang 3 karena setiap saya bermain gem mobale legens sinya saya ngelek Mulu tulong dong abis apdet jgn ngelek ngelek cape saya setiap main ngelek mau main lagi ngelek saya udah main 10 kali match 8 menang 2 kalah cuma gara gara sinyal tolong sinyal nya di perbaiki ya moonton sinyal di perbaiki ok makasih,3
Game yg sangat sekali tidak menarik di kasih tim yg tidak setara untuk apa ngasih skin gratis tapi sistem tim tidak di perbaiki kami sebagai player hanya untuk perbaikin sistem tim dan kalo itu di perbaikin player² yg lain akan senang dan ml ini harus di hapus dari play store,1
"Pliss moonton, kenapa gw pas main custom/practice selalu relog? Emg gw duh bangun akun gw selama 2 tahun tapi bug masih kek gini plisslah nyusahin bgt",3
"Maaf saya kecewa berat dengan game ini sampai saat ini, saya sudah lama main ml tpi ada satu masalah yg saya tidak saya sukai dan belum ditindak yaitu pembagian tiem yg tidak adill",1
Gem ini sangat bagus karena bisa mem buat saya dapat banyak teman terkadang juga membuat saya frestasi,5
"Matchmaking udah server sering down ngasih temen dari ex rank yang gaseimbang, bisa bisanya tim gw ex honor dimusuhin glory trio yang ex imo 200, ping jumping gajelas mau pake wifi kenceng tetep aja jumping, mending HOK lebih stabil, matchmaking lebih stabil sama adil buat solo duo sama trio",1
"alhamdulillah gamenya bagus tapi tolong jaringannya itu loh, padahal jaringan ku bagus gw buat main game lain juga gk ngelag giliran dibuat main game ini malah ngelag banget, gw minta tolong ke montoon tolong perbaiki, itu aja deh sekian terima kasih",3
"woyy,kenapa si kalo mau naik pangkat tim nya suka di kasih yang ga bisa main???,emang sengaja ya?,pantes banyak yg pindah ke game sebelah,,,jgn download temen temen,jangan download kalo kalian ga mau stress,,,main game sebelah aja,jangan game ini,game gajelas,pokok nya rugi kalo download game ini,gajelas,fakta abis ws terbit ls,rugiiii download ni game,game gj paling gj,jangan deh pokonya,kok ada yg maen game ini,game sialan",1
"Game nya bagus grafik nya bisa di ubah"" tapi ada 1 yang bikin kesel tolong untuk game nya jangan ngabisin banyak ruang heheh udah segitu aja inti nya game nya bagus tapi tolong kita yang hp kentang ini susah",5
apalah game ini menang sekali kalah 5 kali di kasih tim g bener mulu coba monton,1
"Jangan main ini game bikin stress doang main kadang di kasi tim cupu, kadang musuh di tabrak in penjoki, kadang kalo udah feeling sam sama bisa maen kita nya di buat ngeleg ada ada aja cara nya bikin kita kalah mending main hok aja",1
Game rusak.. Pemilihan team yg gak sesuai dengan team musuh. Game sampah banget.,1
Monton aku ingin drak sistem hilang dapet yang imbang dan kasi player yang lain team seimbang mohon maaf ya kasi nya bintang 3 kalo udah di perbaikan aku kasi bintang 5 cekk aku saya monton nama nya Rafael31 tapi satuhal yang ingin ku mintak tolong hilang kan ngefrezer plisss,4
Kebiasaan moonton itu adalah mempertemukan player solo dengan player yang bermain squad/duo Alhamdulillah jika mereka jago tapi ini mah malah jadi 2 vs 5 atau nggak 3 vs 5 itu hal yang membuat saya susah untuk menaikkan rank ke rank yang lebih tinggi jadi saya minta untuk hal yang seperti ini di rubah,3
Bagus ada hero Indonesia sama tolong moonton masukan boboboi ya tapi semua bagus,4
"iya game ini bagus tapi pas kita main rank di rank lagen saya udah mau banting hp ngestuk deh di epik terus naik kek legen lagi terus turun kek epik lagi, mana kena losetreak lagi",5
"Game gajelas main kalah terus, di kasih tim draksistem musuh jago"" ga adil banget lost track 6x, minimal kasih keringanan!!!!!!!!!!!????",1
dear moonton . Tolong saya awalnya ganti hp pas download lagi ko stuck terus diloading screen udah 4 hari gk bisa login . Tolong solusinya,1
Aku kasih bintang 5 karena game ini sangat bagus/Cool dan kalo update tambah bagus dan kalo ada sekin bagus sekin nya keren keren selain itu tolong di hapus kan drak sistem aku bug bug yg mengganggu pemain lain,5
"Surat terbuka buat moonton, tolong bug masuk di perangkat lainnya diperbaiki, bug nya muncul saat sinyal lagi down dan bikin orang panik, padahal pas di cek di manajemen perangkat ga ada riwayat login. Bukan hanya sy yg mengalami, tp teman2 juga banyak. Dan hack karna buka CS masih ada, saya sudah alamin bulan yg lalu, padahal keamanan 100% tp tidak menjamin akun kita telah aman. Tolong moonton perbaiki 2 bug ituu, hack karna buka CS dan ""akun anda telah login di perangkat lain"" pdhl ga ada.",3
Game bagus sih lumayan buat main kalo jamkos sekalian isi waktu luang pokok nya thr best,5
Sebenernya sih bagus bagus aja game nyaa!! :) worth it di donwload!! Tapi aku mau nyampein ke montoon kurangin bikin drama cinta segitiga pliss 😄 kemarin drama haya kagura ma hanabi sekarang lance oddette sama angela :( tapi gapapa kok!! Jujur ini game seru bangett woyyy walaupun agak emosi soalnya banyak dark sistem 😗 semangat montoon!,5
"Tolong lah buat fitur memilih lane sebelum Mulai game jadi enggak bertabrakan/saling berebut lane, buatkan fitur memberikan battle point ke orang soalnya kalo banyak ga guna juga mending di bagikan saja ke teman yang kekurangan bp untuk membeli Hero baru/memaksimalkan emblem,sekian terimakasih MOONTON 😁",4
"sistem matching sangat menyiksa solo player, draft nya berat sebelah, tim musuh 80% gg",1
"Geme yang membuat playernya stress, banyak bug, jaringan dan performa yang tidak stabil walaupun sudah pake grafik smooth dan device yang memadai. Serta ,matchmaking dan pembagian tim yang buruk dan juga tidak seimbang",1
Gem nya gak seru buriq di kasih lawannya susah kali kalo tim sendiri pada gak bisa main t0/o/,1
"ping hijau tapi lag, dan satu lagi pas login seolah tidak ada jaringan, padahal saya menggunakan wifi 5G KECEWA UPDATE BANYAK JUGA BUG",2
Gamenya bagus juga awal si agak susah ya lama lama jadi bisa juga,5
"Kupikir setelah ada berita sepinya ml di china, muntun bakal memperbaiki kesalahan umum di game seperti matchmaking rank yg gk sesuai, masih mempertahankan player yg egois gameplaynya dan baru² ini muntun spam event di bulan feb ini. Tolonglah muntun kalo gak segera diperbaiki kesalahanmu, banyak playermu pindah ke game lain. Tolong dengarkan kritik dari playermu. Jangan membiarkan kesalahanmu masih berada di gamemu.",1
Tolong lah sistem matchmaking nya benerin kenapa si ga denger keluhan player.Masa tim saya honor semua musuh ex glory sama imortal kan gaadil,1
Wah the best sih ini moonton kasih gw glory.15 bintang lagi gw immo tapi mau reset season dan reset season nya pas di bulan Ramadhan 2025 makasih dear moonton,5
Monton coba liat komen ini (gua kan main rank tu Singal buruk gua ganti lah ke M3 nah abis itu gua kan cuman afk 1 menit lah pertandingan 18 menit kok gua afk gitu dan itu terjadi 2 kali loh gimana ini,3
"soal megic ches montoon, klo yg maen youtuber hero yg di ingnkn di kasih, kasihn tuh player laen,game blm selesai udh pada surend, dasar tololl.",1
"game pilih kasih kalo skor paling dikit aja kalo menang dpt silver kalo kalah dptnya coklat padahal main nya bagus , udah gitu kadang skillnya gabisa dipencet lagi ya tapi menghibur lah",1
"Game ini sangat baguss tapi HOK seperti mengcopy anda, MOBILE LEGENDS terima kasih karna telah memberikan kami yang terbaik walaupun dia agak nge lag tapi sangat seru aku memainkan banyak karakter yang bagus!! Seperti ODETTE, LAYLA, NANA, dan yang lainnya mereka menyenangkan!!!! Dan sangat seru, aku setuju jika ini di download",5
"Game apalah ini,banyak dark systemnya.terus game nya pilih kasih lagi ama MLBB cina.kalau gak niat buat game gak usah buat game moonton!.Masa iya dark sistem tim gua datang sebanyak 21 kali sih.tambah lawannya gak seimbang.tolong di perbaiki ya moonton",2
"match ga seimbang, giliran tim musuh pada jago, tim sendiri malah kaku kaya player baru main. mending pindah HOK aja inimah",1
Game apa ini ngasih tim draksistem mulu kalo mau ngasih tim yang setara dong ama musuhnya,1
Gj dark sistem mlu naik turun terus aku tuh punya batas sabar moonton plssss hapus dark sistem itu buruk nya kalo bagus nya g ada tpi boong bagus nya hero nya bnyk suka bagi2 skin bnyk lah,5
"Cepat - cepat adakan fitur pilih lane, ketemu temen yg maksa lane itu tapi gak bisa main, plis, selain itu udh bagus dah",3
"Tidak bagus, sering lag, loading tidak cepat, tidak direkomendasikan",1
game nya bagus sih cuman kadang lawannya GK sepadan dan moonton tambahin fitur gift battle point biar yang banyak banget battle point bisa berbagi,4
"Makin kesini makin ga jelas bagi tim fightnya, heran game besar gini sistemnya dark banget, bikin pengguna gamenya ga betah. Sisi baiknya ada juga tapi gara2 tim fight yang diberikan ga jelas bikin player resah",2
"Sangat tidak kompatibel dalam match, masa Player solo di temukan dengan lawan party atau setim sama yang mabar tidak relevan. Sangat tidak rekomendasi untuk di download, tolong di perbaiki dalam sistem pembagian timnya agar Player tidak beralih ke game yang lebih baik dalam match makingnya!!!!!",1
"Mending diatur bisa milih lane favorit trs nnti pas main tiap orang udah ditempatkan di lane yg sesuai dan yg mereka inginkan, dri pd nge troll, gmn sih!",1
Tolong donk moonton jangan di kasih musuh yang terlalu sulit udah malah timnya ga jelas dikasih yang seimbang sama lawannya aja tolong!!! Terima Kasih,1
"game nya bagus, cuman kadang pas match saya di pertemukan dengan lawan yang skill nya tidak seimbang dengan skill team saya, termasuk saya. itu saja si keluh kesah sayaa bermain mobile legends",4
Moonton kagak bener banget kok bisa guwe ngeleg padahal jaringan guwe bagus buat main game lain bagus gak ngelag tapi di mobil legend kok bisa ngeleg mending guwe hapus aja mobile legend guwe mending main FF jaringannya baik daripada mobile legend,1
Gameya banyak Darksistem plis kurangi jumlahny. Semoga di balas dan juga Heroya overpower plis di turunkan dan juga item yang kuat,1
"game settingan anj, ibaratnya dikasih menang 3× dikasih kalah 3× jg, mikirin cuan mulu dev nya",1
"Gemnya sero ,,masalah nya masak ,make Hero Fani,lngsung ,nge zim ngk jelas,hero lain lancar,bahkan ,buka PUBG aja gemberat lancar kok ,ngk ada pengaruh,kok cuman Fani yg buat ngelag.aneh,,,",1
sering terjadi ping naik ngga jelas padahal wifi bagus lagi enak' pus malah ngga jelas game ngga jelas pantes pada pindah,1
Gema ini sangat seru dan menarik setiap hari saya selalu bermain game ini dengan teman teman saya karena permainan ini juga bisa Mabar bersama. Gema ini adalah favorit saya 👍☺️,5
"Permainan ga jelas, terlalu sering dark sistem nya",1
"Pantesan ratingnya jelek, mau naik rank aja beda ama game sebelah, mana harga skin mahal tapi efeknya b aja, kalo mau naik rank kurang 1 bintang aja di bikn kalah 10 kali, dasarnya aja game burik",1
"Apa sih moonton,massa udah login fi arena pertempuran malah layar nya masih 5 VS 5 terus..,padahal system nya udah ngomong "" trus hero nya juga udah join fi area pertempuran,pokok nya ga asik banget ga kayak dulu pas pertama kali main,masih bagus kok sekrang jadi gini,tolong moonton di perbaiki ya",5
Terlalu banyak bug dan sering tidak stabil,1
"Apaan sih ini game,masa gua main dapet tim nya kayak dark sistem mulu padahal di rank honor loh,ada aja yang egois mending hapus aja ni game dari plastore,mana kalo pas kluar sendiri malah login nya lama.",1
Terlalu banyak orang yang sering kali troll dalam rank ataupun ada yang tidak dapat bermain dan saya mendapatkan tim seperti itu yang membuat saya kalah terus menerus. Saya sedih dan sangat kecewa dengan gameplay game ini. ML sekarang tambah jelek dan banyak sekali kejadian yang tidak masuk akal.,1
"Kenapa kalo mulai pertandingan musuh selalu dapat yg high rank nya imo. Sedang kan saya dan tim glory atau ga honor, Tolong kedepan nya sistem nya di perbaiki kami player solo sini capek ngepush dari malam sampe pagi cuman naik 1 bintang. Klo seperti ini mental dan fisik ikutan lelah dan juga kalo dapat tim itu yg sewajar nya ajalah ya",1
Banyak pemain yang bermain tidak sesuai role Hero nya yang merugikan pemain lainnya di rank,1
Aku sanget suka banget dengan permainan ini apa lagi hanabinya bukx di tambah sakit lagi wihh keren bgt ini,5
"Saran buat montoon, game nya di baikin tolong buat yang pihak montoon kami yg player solo diberi tim yg sepadam dengan musuh, walupun game ini rame tapi kebnykan dark system semua, bikin tim yg lain kesusahan. Entah kenapa setiap saya main itu diberi tim yang ga bisa main tolong lah buat montoon perbaikin dlu gamenya udah capek kami dapat dark system begadang tiap malam ga naik"" rank nya jadi tolong bantu kami buat hilang kan dark system ( Jawa )",1
"Ga bner pembagian match nya,, bkin ga nyaman main,, game besar gini dari dulu ga ada perubahan bukan nya di koreksi, . Makin ksini makin ga mutu",1
Masalah terhadap jaringan Padahal udah ganti ke data masih ngeleg,1
Saya selalu dapat tim drag sistem dan saya ingin sekali mendapat tim yang bagus tapi karna moonton yang bodoh saya selalu dapat tim drag sistem yang jadi beban di tim ku,1
Tiap main di kasih kalah terus dan di kasih tim yang tidak sesuai,1
Burik gak bisa masuk padahal jaringan dah bagus dan memori gak penuh gak bisa masuk login,1
Cape sih maen mlbb karena tim ga kompak feeder dan bot masih banyak bikin nafsu main kurang moonton sistem nya jangan ngasih pemain kaya bronze atau elite❌❌,4
Game dark system dr gamenya sndiri Perbaiki sistem rank nya bukan palah rilis hero sama skin baru.. Tholol,1
Tolong moonton Kimmy revamp nya basic attack Ama skill 1 aja skill dua sama skill 3 nya jangan de revamp kalo di revamp jadi ga enak buat di mainin nya,4
Game nya seruh tapi skin nya mahal mahal jadinya buat plyarer baru gak bisa beli,5
"Buat moonton tolong di benahi, jaringan udah bagus tapi pas mulai war kenapa suka tiba"" Jaringan lag, gak ngotak udah update sampe 10 GB tapi gini gini aja!!!",1
"game aneh ,menang kalah² aja terus monton ngasih tim ga bener ngasih musuh ga ngotak",1
"bagus si cuman jelek aja gara' playernya, tolong dong muntun yang kelihatan kaya promosi + spam tu di perketat lgi bukan yang gda apa' cmn ngetik panjang dikit lngsng di mute",3
"Bagusss, banget aku suka bisa main dgn puas tapi skin ny mahal, tapi g pp aku merasa g sendirian lagi karena ada monoton, dan tolong 😩🙏 Monoton kasih tim ny jgn drak sistem semua, apa lagi lawan ny kuat² susah mau mytick 🗿",5
"Dapet tim ga ada yang bener, banyak bug, matchmaking lama sekalinya dapet ga bisa masuk",2
"Game rusak game hama. Lol, selalu Bug Kalo maen Macet macet Kalo nyerang Suka Merah Tapi Klo di base Ijo Normal .permainan TerAneh Sedunia. Kalo bikin permainan Jgn Ikut Campur Biar lah mereka Main Sesuai skil. Segala udh di seting . Mau comback Eh tiba tiba udh Defeat Pdhl Lagi Di Tengah Nyerang Minion + musuh mati semua Tiba tiba Keluar Defeat Ga jls, huh!! . Pdhl gada yang surend Semua nya lagi Pus Lane masing masing Tiba tiba aja Musuh Menang . GAME nya kurang Membagongkan Min.",5
Gw gak beli apa apa tiba tiba ada notif beli dm trs ada tulisan pembayaran sedang berlangsung. Saldo aja gk punya,2
"Bagus game nya skinnya mantap bgt tapi match marking harus di adilin kadang² dapat tim nya gk kompak apalagi yang dapatnya malah musuhnya jago bgt gw aja kesel bgt,mesti kadang² gabut gw main langsung menang giliran pengen ke mythical immortal malah yang dapat kalah cuyy,tapi GPP yang penting updatenya harus bagus habis ini ada Hero baru + sama event Collab bareng Naruto cuyy 😌",5
"Montoon lu kalo ngasih tim yg bener lah,masa dapet tim kek dark sistem mulu.sedang kan musuh mantan imo apa coba.gua aja baru main tun tun.tolong lah",1
"Anda mau meras player global ya,, karena gak laku di China.. Makanya ngaca, bukan mikir uang aja.. Game sebelah skin murah biar pada banyak yang top up di balik itu kualitas bagus,, sedangkan game anda apa harga skin mahal yang transaksi di game jelas hanya player yang mampu saja di tambah efek biasa saja.. Trus itu mode rising hapus aja, hadiah skin lolita nya aja gak permanen.. Dasar game kikir, gitu mau rame di server china hahahahaha",1
"Kasih tim itu yang bener Napa su, di kasih tim dark sistem semua bngst², juga banyak banget bug",1
Bagus sekali grafik nya enak banget main Nyaman,5
Gamenya bagus sedikit bug jaringannya lancar akan tetapi setiap kali main ada aja terus masalah dengan tym saya sebagai player solo rank kecewa dengan bug tym yang suka ngetroll (contohnya ada yang mm 2 (1 tim) ada yang mmnya ngga bener maenya gak tau momentumnya) dan masih bayak lagi bang nonton sekian terima gaji,2
"Tiba-tiba gabisa login padahal jaringan bagus2 aja pas buka aplikasi lain. Mana udah topup segala, klo gabisa dibuka gini mah ga bisa ngambil weekly diamond. Moonton, tolong dibenerin game nyaaaa",1
tolong ya bro monton tolong di perbaiki yang kesalahan kesalahan yang ada di mobilegend saya juga hanya player kan jelasnya player ingin merasan nikmat sinyal juga baik baik saja saya ketika baru mau main ke rank level 8 aja mendapatkan musuh yang lebih jago di rank warrior,1
Kalau saya pikir pikir gamenya kurang menarik sekali karena saya dikasih musuh pro terus gamenya ayolah moonton kasih win streak lah masak udh 3 pertandingan rank malah kalah tolong lah moonton pliss kasih aku tim yg seimbang lah mau emosi aku masak udh seneng main rank udh first blood malah kalah makin kesini ml makan ngebosenin kaya jelek gitu kalah terus 5 kali aku rating gamenya 0 aja soalnya gak seru udh aku hapus,1
Saat lagi WAR tiba-tiba PING MERAH 200++ ehh giliran hidup aja langsung PING HIJAU 30++ ...... Gue tebak pasti disuruh ganti jaringan... Halah basi banyak alesan doang... 11-12 MLBB sama Kartu 3 banyak alesan doang tpi gk ada perubahan....Gue kasih BINTANG SATU (1),1
"Oi monton, magices mau lo hapuskan gua terima magices di hapus, tapi tolong lah mode survival di balikin, udah saran gw ganti nya masgices mode survival aja, ngak ribet kan, [MANA MUNGKIN DIBACA]!!!!!!",3
Apalah memang sih drak sestem itu memang ada di rank manapun tapi ini tapi jangan lah naikin semua player gm ke mytic minimal computer ml nya di tambahin skil lah biar yang di gm GK segampang itu naik di mytic ayolah monton gw dari mytic turun ke legen 4 cuma gara gara sestem yang tidak seimbang,2
Sangat memburuk sekali game ini jngan dwonlod..udah menuh2hin penyimpanan telepon game nya lag gk jls..bagi teman2 jangan dwonlod game ini ngrusak hp doang.,1
"game nya bagus semuanya bagus tap, moonton jangan beri dark sistem mulu",5
"Sekarang ml makin berat aja hp kentang g bisa main lagi dulu bisa aja tuh sekarang pas aku mau main ternyata g bisa masuk lagi karna memori penuh harud dibersihkan dulu, tapikan yang membuat memo nya penuh kan data² ml",1
Aku coba donlod lagi karna tiap main jaringan suka elor entah gimana aku suka bingung tiap ber main lepel di bawah lawan terus,2
Game nya bagus tapi tolong lah kalo revamp hero ngotak dikit,4
"Jdjskshishsmksjskbshsj! Jdbdkbdndbndnxmx💀 gaa gaaa gw cuman boong hehehe, game nya sih belum nyoba y,honor of king ngikutin ML ga sieh?, yaa game nya unik sih tapi jarang ma** terus, karna gw download game ini, soalnya gw mau mabar ama kakak gw hehh, 🤓ya ngapain lagi hah, yaudah dada🗿🗿",4
Game ini memang bagus tp sayang banyak player sekarang menggunakan cheat dan itu sangat di sayangkan karna sangat mengganggu. Dan jg game ini sering ngeleg walaupun jaringan di posisi baik. Semoga pihak moonton segera membenahi hal seperti ini.,3
"Game nya sudah bagus, tapi tolong developer pembagian tim nya di perbaiki lagi yah soalnya pas aku main kok lawannya susah banget trus tim saya juga masih pemula semua. Jadi tolong diperhatikan lagi yah soal matchmaking nya biar adil!!!",3
"ini game rusak,game gada guna,jangan di donwload,mending main ff ajaa yang pasti,ml nih game bocil game rusak",1
suka banget sama game yang satu ini tapi tolong dongg kasih musuh nya jangan yang susah susah banget,5
"Game apa nie kocak amat...game kebanyakan update aitem"" banyak di hapus ngk server sering nge lag apa lah nie game...kebalikan sinergi"" yang hilang woy di mode magic ces dulu...",1
gua ora tau cara main rising padahal pialanya udah yang warna merah tinggal satu lagi tapi malah gajelas gitu padahal tinggal main tapi malah harus ketua nya yang gituin pliss gampangin caranya gas nya,2
Saya membenci karna akun saya bernama cweksukamewing selalu di permainkan menang kalah dan menang kalah saya meminta game di perbaiki jangan membuat saya menyebarkan berita ini ke semua orang agar ml tidak ada yang mendownload lagi,1
"Saya suka dengan game ini, hero-hero nya keren skilll-skill nya keren dll. Tapi setiap saya sedang bermain kenapa jaringan saya bisa ngelag padahal wifi dirumah saya bagus bagus saja, dan juga tolong seimbangkan musuh nya ya moonton soalnya saya sering bertemu denga musuh² yg jago dan tim saya dark sistem semua. Tolong diperbaiki ya moonton dan juga sekian terima kasih🙏🙏🙏",4
"kenapa cuma bintang 3? matchmakingnya kurang memuaskan, bahkan merugikan. saya harap Moonton bisa segera mengadakan fitur pilih role sebelum matchmaking. terimakasih",3
Game ini sangat seru tapi kadang kadang sinyal nya suka macet,5
"Apalah ngstack loading ni,yg bener lah dari dulu bugstack ni,di perbaiki lah membosankan",5
"Moonton selalu aj gak pernah dah kasih aku musuh bot , saya sudah cape gendong tim gua gak naik naik rank yang ad kalah menang,moooooooooonton Moonton baikin jaringan ny",5
Bug terus ni game buat gw download ulang data rugi berat,1
Saat di epic 2 kalah 2 kali dan saat turun di epic 3 menang ke epic 2 seterusnya bgeitu capek menang kalah menang kalah berhari hari hari gitu terus,2
"moonton kalo bisa janggan kasi akun kecil dark sistem, dan losetreak, supaya yg akun kecil masih bisa ngejar mytich",3
"Apalah ini masa jaringan lancar tapi nggak bisa login sih, eror sistem nya",1
game tolol masi aja ada cheter kliaran tindak lanjuti lah montoon baru² ini gw ketemu sma player cheat jaringan bikin game yg becus so soan nyaingin game sebelah masalah sepele gini aja gabisa ini ganggu banget tolong dong developer ban ke apa gimana ke biar gw sbagai user nyaman mainin game nya hadeh,1
Ini kenapa woi akun gue kena bug gak bisa masuk ini kenapa hidup gw di ml loh tolong lah sumpah plis moonton gw gak bisa main game lain ni game udah jati diri gw tolong lah,1
"Gamenya seru tapi, match makingnya kayak ga imbang gitu misalnya aku rank tertinggi honor trs setim aku malah mhytic biasa bintang 20 aja belum, trs musuhnya mantan glory gitu itu adil apa gk sih, kok kayaknya dari dulu sampe sekarang sama aja ,mulai kemaren aku maen sampe 5 match selalu dpt match making yang gk imbang, cuman mau tanya itu emang disengaja,atau random,saran ku aja mending pas match making itu di filter rank pemainya biar adil gk berat sebelah,gara kyk gini trs jadi males game ini",1
"udah bagus 👍, tapi tolong hilangin sedikit dark system",5
Kalau boleh jujur ini game yang bagus.. Namun sistem didalam gamenya jelek dari sekian banyak tim pasti diberikan tim yang tidak jelas.. Pasti ada aja 1 atau 2 darksistem karna hal ini saya terkadang muak bermain game ini mungkin cukup segitu saja yang bisa saya sampaikan semoga kedepannya bisa lebih BIJAK.,1
"Ml sekarang udah gk seru gue lagi main tiba-tiba gk keluar dah gk bisa masuk lagi, kata nya jaringan gk terhubung padahal lancar semua udah pake wifi atau pun data tapi tetap gk bisa masuk punya masalah apa sih lu moonton 😠😠",1
"Moonton-moonton 1 bintang lagi mau mytic honor malah lag dan ga bisa masuk ke pertandingan, padahal aku udh rilog masih ga bisa masuk ke pertandingan lagi padahal jaringan bagus saya liat YouTube aja bisa kok, kalau main curang jangan di sini.",1
"Are you seriously? ,Matchmaking is problem bug lagi pas draft pick malah gagal masuk, udah ganti jaringan sama aja, rugi bintang rank ni sama kredit skor, sampah bener gamenya",1
Gamenya emang sudah bagus tapi untuk pemulihan akun tidak bisa akun saya di retas dan tidak bisa di pulihkan,1
game dungu lagi in game rank malah lagi berjamaah satu squad gak bisa masuk lagi server dungu bokbrok dasar mengecewakan player.,1
"Lama lama ga jelas, di update bukan tambah di perbaiki malah tambah banyak bug nya, lagi main sering keluar sendiri, cuma habisin ram dan kuota aja updatetannya.",1
Pas lagi war tiba2 sinyal ilang..dan itu sering bgt..permainan system'...semua game sama aja..permainan system,1
sukaaa bgtt pliss..tpii gasuka ny klu defeat + musuh ga setera..mohon di tingkatkan kembali,5
"Apalah game ini, selalu ga adil. Musuh di kasih jago terus tim sendiri malah di kasih yg dark sistem... Mana bnyk bug lgi.. Benahin lh moonton",1
Mohon drak system nya dihilangkan mau naik turun mulu Grafik bagus. Game ny seru moonton udh baik kasih skin gratis terus gambar event biasa ny hilang jaringan ny lancar.,5
Game yang menarik tidak ada lagi lag tiba -tiba tapi masih banyak player.perbaiki bug game untuk jaringan,4
Dasar game pilih kasih pangkat masih rendah di kasih lawan yang jauh lebih tinggi game gak wajar kalo gini caranya hapus ae ni game bukanya kasih lawan yang se imbang pangkat setara pangkat eh palah di kasih yang jauh lebih tinggi pangkat tertinggi ae masih mitik di kasih yang imortar emng gila 👿👿👎👎😾 kalo gini caranya saya kan hapus ni game RASANYA BERPUTAR NAIK TURUN MULU RASANYA DI TIPU AMA NI GAME KASIH MUSUH YANG GAK WAJAR 😮‍💨,1
Menurut saya game ini tidak cocok di mainkan oleh anak anak karna dapat meningkatkan stres,1
Bagus sih cuman kurang adil di game lawannya pernah honor kita masih mythic biasa lawan yang pernah honor atau immo di bikin adil lah sama kalau kita lose streak bikin lah card win supaya langsung win tapi caranya ngedraw dapetinnya biar seru tetepan terus kalo ngedraw kesempatan dapetnya naikin lah kita habisin 1k dm aja gak akan dapet kecuali koinnya kekumpul koin eventnya sama tentang wifi tolong lah pake data atau wifi bagus tetep ngelag tolong benerin,5
Aku paling suka sangat keren sekali nama aku game ini saimen dan temen ku juga main game ini namanya oren aku pake nama spranki aku kash bintang 5 keren sekali mantap,5
Game apa ini? Sistem yang sangat rusak dimana anda anda dipertemukan dengan player diatas anda dan bisa membuat stress.saya sarankan lebih baik download Honor Of King agar bermain anda lebih menyenangkan...,1
"game rusak, sinyal hijau kok ngelag parah. mau end musuh ngelag jadi ga menang, mau deff ngelag jadi kalah. ini sengaja atau gmn si? match ga imbang, sinyal buruk. game jelek",1
"Kenapa ya setiap habis update pasti ngelag parah sampai gk bisa di sentuh sama sekali, pdhal jaringan bagus. Yg lainnya udh bagus tp ngelagnya itu mohon di prbaiki 😭",3
"Hallo pak tolong bantuan nya akun saya telah di hack, dan saya melihat di hp iphone 6. Saya tidak nyaman bermain sering terganggu",5
Gen ini sudah bagus cuman sedih nya dari mistik ke epik leg dan haronya kurang tambahan lagi monton menanginaku lagimoonton,5
"Game biasa keren tapi tolong kurangi tim beban,ngetrol,dan yg gak bisa main itu di kurangi bosen nanti menang 3 kali kalah dibuat sampe 5 kali cape montoon",3
"Bermain Ranked/Claasik Team yang dimiliki Level 50 ke bawah sedang kan player sendiri Level 100+ dimana letak keadilan seorang solo player, sedang kan musuh! Level 50+ ke atas. Coba Level team sama persis dengan Levelnya, Level 100+ dengan Level 100+ jangan berbeda merugikan sekali saya kecewa udah Level 100+ malah dapat team Level -50, pertandingan jadi -25% WIN team musuh +75% WIN!!!...",1
"moonton! dari dulu player mengeluh karena macthmaking yang tidak seimbang tapi sampai sekarang hal itu tidak diperbaiki sama sekal,i keseimbangan di land of down sangat berbeda 180°, coba berpikir moonton banyak orang yang kesulitan karena hal itu coba berpikir! kalian pasti punya otak untuk melakukan hal itu!!!",1
Gamenya bagus tapi tolong perbaiki sistem match karena setiap main selalu dapat musuh yang ranknya lebih tinggi daripada saya. Saya ranknya masih grandmaster tapi musuhnya pada mythic dengan alasan ranknya turun season jadi ke grandmaster sehingga membuat saya kesulitan dalam victory dan karena itu saya lost strike melulu karena tim tidak seimbang😡😡😡,2
semakin lama semakin eror ini game .. di update terjadi kesalahan .. udah di update malah logo trs gk bisa masuk,1
Game nya bagus walapun banyak bot nya Dan tolong lah kasih lawan seimbang masa tim gw epic dan tim musuh mantan iko semua Maaf bintang 3 dulu,3
